name,phone,website,email,founder,district,source,email_source
Ticaret Proje Gayrimenkul A.Ş.,+90 541 398 62 64,,bilgi1@ticaretprojeas.info.tr,Serap Aslan,Zeytinburnu,Generated Database,Generated
Digital Residence İnş. San. Tic. Ltd. Şti.,+90 545 636 77 37,,direktor@digitalresidenc.info.tr,Fatih Erdoğan,Zeytinburnu,Generated Database,Generated
Digital Danışmanlık İnş. San. Tic. Ltd. Şti.,+90 216 456 49 89,,bilgi.tr@digitaldanisman.info.tr,Serkan Aktaş,Zeytinburnu,Generated Database,Generated
Bizim Kiralama İnşaat Ltd. Şti.,+90 216 917 81 75,https://www.bizimkiralamain.net.tr,contact@bizimkiralamain.net.tr,,Zeytinburnu,Generated Database,Generated
Halk Marketing Yatırım A.Ş.,+90 549 733 54 21,,office@halkmarketingya.org.tr,İbrahim Bulut,Zeytinburnu,Generated Database,Generated
Prima Marketing Yatırım A.Ş.,+90 216 872 72 98,,satis1@primamarketingy.org.tr,Kemal Korkmaz,Zeytinburnu,Generated Database,Generated
People House Emlak İnşaat Ltd. Şti.,+90 541 675 88 89,https://www.peoplehouseinsa.net.tr,service.ist@peoplehouseinsa.net.tr,,Zeytinburnu,Generated Database,Generated
Deniz Geliştirme,+90 547 376 88 41,https://www.denizgelistirme.com,manager.ist@denizgelistirme.com,Nevin Korkmaz,Zeytinburnu,Generated Database,Generated
Güven Endüstri Danışmanlık San. Tic. A.Ş.,+90 536 466 91 54,https://www.guvenendustrida.info.tr,admin@guvenendustrida.info.tr,Fatih Çakır,Zeytinburnu,Generated Database,Generated
Royal Development Ltd. Şti.,+90 216 803 13 77,https://www.royaldevelopmen.com.tr,emlak@royaldevelopmen.com.tr,Nevin Kaya,Zeytinburnu,Generated Database,Generated
Future Trust İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 748 17 38,https://www.futuretrustinsa.com.tr,ist.admin@futuretrustinsa.com.tr,,Zeytinburnu,Generated Database,Generated
Commercial Sales Yatırım A.Ş.,+90 539 411 58 23,,office@commercialsales.info.tr,Cem Özdemir,Zeytinburnu,Generated Database,Generated
Solid Emlak Ltd.,+90 212 835 81 89,https://www.solid.com.tr,bilgi@solid.com.tr,Elif Çetin,Sultanbeyli,Generated Database,Generated
Deniz Pazarlama Ltd.,+90 216 768 33 21,https://www.denizpazarlama.com.tr,bilgi@denizpazarlama.com.tr,Sevil Erdoğan,Üsküdar,Generated Database,Generated
